protein,pfam_name,pfam_accession,full_seq_evalue,full_seq_score,full_seq_bias,best_domain_evalue,best_domain_score,best_domain_bias
NP_417009.1,tRNA-synt_His,PF13393,6.1e-42,138.7,0.0,8.5e-42,138.3,0.0
NP_417009.1,tRNA-synt_2b,PF00587,4.8e-38,125.9,0.0,8.5e-38,125.1,0.0
NP_417009.1,HGTP_anticodon,PF03129,1.7e-12,42.3,0.1,4.4e-12,41.0,0.0
NP_417011.1,HTH_3,PF01381,8.3e-10,33.6,0.0,1.6e-09,32.7,0.0
NP_417012.1,Radical_SAM,PF04055,1.1e-20,69.4,0.0,2.4e-20,68.3,0.0
NP_417014.1,Transgly,PF00912,2.3e-53,175.2,0.0,3e-53,174.8,0.0
NP_417014.1,Transpeptidase,PF00905,5.7e-14,46.9,0.0,1.6e-13,45.4,0.0
NP_417016.4,Rhodanese,PF00581,4.6e-35,115.1,0.0,9.7e-18,59.5,0.0
NP_417021.1,HSP70,PF00012,7.5e-211,696.3,0.1,8.8e-211,696.1,0.1
NP_417027.1,SpoU_methylase,PF00588,1.3e-29,98.1,0.1,1.9e-29,97.6,0.1
NP_417031.1,MFS_1,PF07690,5.5e-20,66.4,61.6,8.1e-18,59.3,46.3
NP_417032.1,LysR_substrate,PF03466,1.4e-48,160.0,0.1,1.8e-48,159.6,0.1
NP_417032.1,HTH_1,PF00126,9.3e-26,84.6,1.6,1.1e-25,84.4,0.2
NP_417036.1,adh_short,PF00106,1.3e-41,137.2,0.0,1.7e-41,136.8,0.0
NP_417036.1,adh_short_C2,PF13561,1.5e-32,107.9,0.0,1.9e-32,107.6,0.0
NP_417037.1,Pyr_redox_2,PF07992,4.4e-60,198.4,0.0,5.4e-60,198.2,0.0
NP_417037.1,DAO,PF01266,3.9e-09,31.4,9.2,0.00032,15.2,1.3
NP_417040.2,ADH_zinc_N,PF00107,2.9e-28,93.4,0.1,4.3e-28,92.8,0.1
NP_417040.2,ADH_N,PF08240,1e-26,88.2,0.2,2e-26,87.2,0.2
NP_417042.1,ABC_tran,PF00005,6.6e-61,199.9,0.3,3.3e-33,110.1,0.0
NP_417046.1,SHMT,PF00464,6.5e-189,622.4,0.3,7.5e-189,622.2,0.3
NP_417046.1,Aminotran_1_2,PF00155,9.6e-12,39.6,0.0,1.4e-11,39.1,0.0
NP_417049.1,Response_reg,PF00072,1.5e-33,110.3,0.1,2.9e-33,109.3,0.1
NP_417051.2,HATPase_c,PF02518,1.9e-22,74.8,0.0,3.8e-22,73.8,0.0
NP_417051.2,HisKA,PF00512,2.6e-19,64.0,0.7,1.2e-18,61.9,0.7
NP_417051.2,HAMP,PF00672,4.2e-07,25.2,0.1,2.8e-06,22.6,0.0
NP_417054.2,dCMP_cyt_deam_1,PF00383,7.7e-34,110.7,0.0,1.1e-33,110.1,0.0
NP_417056.2,SIS,PF01380,4.5e-34,112.0,0.5,6.5e-34,111.5,0.5
NP_417058.1,ACPS,PF01648,8.8e-25,81.9,0.1,9.7e-25,81.8,0.1
NP_417060.1,RecO_C,PF02565,9.4e-25,82.1,0.2,2.4e-24,80.8,0.2
NP_417060.1,RecO_N,PF11967,9.8e-23,75.0,0.0,1.6e-22,74.3,0.0
NP_417061.1,MMR_HSR1,PF01926,9e-28,91.6,0.1,1.8e-27,90.6,0.1
NP_417061.1,KH_2,PF07650,4.9e-22,72.6,1.5,9.2e-22,71.7,0.8
NP_417061.1,GTP_EFTU,PF00009,9.9e-12,39.7,0.7,1.7e-09,32.5,0.7
NP_417062.1,Ribonucleas_3_3,PF14622,5.1e-36,118.6,0.0,7.3e-36,118.1,0.0
NP_417062.1,dsrm,PF00035,3e-17,57.9,0.0,5e-17,57.2,0.0
NP_417064.1,GTP_EFTU,PF00009,1.2e-57,189.5,0.1,2.4e-57,188.5,0.1
NP_417064.1,LepA_C,PF06421,1.4e-51,168.1,2.9,2.3e-51,167.4,2.9
NP_417064.1,EFG_C,PF00679,1.5e-21,71.2,0.0,3.5e-21,70.1,0.0
NP_417064.1,GTP_EFTU_D2,PF03144,6.1e-14,47.2,0.4,1.7e-13,45.8,0.4
NP_417068.1,Sigma70_r2,PF04542,4.2e-20,66.3,0.2,7.7e-20,65.5,0.2
NP_417068.1,Sigma70_r4,PF04545,1.6e-12,41.7,0.0,3.8e-12,40.5,0.0
NP_417069.1,Pyr_redox_2,PF07992,1.2e-12,42.8,0.7,3.9e-07,24.7,0.2
NP_417069.1,DAO,PF01266,1.6e-09,32.6,7.7,2.1e-08,28.9,7.6
NP_417070.2,MTS,PF05175,1.7e-14,48.7,0.0,3.5e-14,47.7,0.0
NP_417070.2,Methyltransf_25,PF13649,2.8e-10,35.8,0.0,4.6e-10,35.1,0.0
NP_417070.2,Cons_hypoth95,PF03602,2.5e-09,32.0,0.0,3.4e-09,31.5,0.0
NP_417071.1,DEAD,PF00270,4.2e-50,164.7,0.1,1.2e-48,160.0,0.0
NP_417071.1,Helicase_C,PF00271,2.9e-33,109.4,0.1,1e-30,101.2,0.1
NP_417071.1,ResIII,PF04851,3.5e-11,38.2,0.0,8.1e-11,37.0,0.0
NP_417072.4,LysR_substrate,PF03466,3.9e-47,155.3,0.1,4.8e-47,154.9,0.1
NP_417072.4,HTH_1,PF00126,7.2e-19,62.5,0.2,1.6e-18,61.4,0.2
NP_417075.1,UDG,PF03167,4.1e-22,73.7,0.0,5.7e-22,73.3,0.0
NP_417076.1,SpoU_methylase,PF00588,1.8e-33,110.6,0.0,2.6e-33,110.0,0.0
NP_417076.1,SpoU_sub_bind,PF08032,1e-16,56.0,0.0,2.2e-16,55.0,0.0
NP_417077.1,Thioredoxin,PF00085,3.1e-31,102.4,0.5,6.2e-30,98.2,0.0
NP_417079.1,Acetyltransf_1,PF00583,2.1e-14,48.8,0.0,6.9e-14,47.1,0.0
NP_417082.1,MFS_1,PF07690,1.6e-34,114.2,65.0,4.1e-29,96.4,35.7
NP_417083.1,AAA_2,PF07724,8.2e-74,242.1,0.0,7.8e-72,235.6,0.0
NP_417083.1,Clp_N,PF02861,7.8e-38,124.5,0.2,7.8e-38,124.5,0.2
NP_417083.1,AAA_lid_9,PF17871,1.3e-36,119.7,4.7,1.3e-36,119.7,4.7
NP_417083.1,ClpB_D2-small,PF10431,6.7e-31,101.2,0.3,6.7e-31,101.2,0.3
NP_417083.1,AAA,PF00004,1.7e-28,94.7,0.0,9.9e-15,50.1,0.0
NP_417085.1,PseudoU_synth_2,PF00849,4.6e-33,109.5,0.0,6.8e-33,109.0,0.0
NP_417085.1,S4,PF01479,2e-15,51.2,0.0,3.6e-15,50.5,0.0
NP_417088.1,Ribosomal_S30AE,PF02482,1e-24,82.1,0.0,1.2e-24,81.8,0.0
NP_417091.1,F420_oxidored,PF03807,4.1e-06,22.3,0.8,0.0023,13.5,0.8
NP_417097.1,Ribosomal_L19,PF01245,2.3e-52,170.6,3.6,2.6e-52,170.5,3.6
NP_417098.1,tRNA_m1G_MT,PF01746,1.8e-102,336.4,0.0,2.1e-102,336.2,0.0
NP_417099.4,RimM,PF01782,1.2e-29,97.3,0.0,1.9e-29,96.8,0.0
NP_417100.1,Ribosomal_S16,PF00886,5e-28,91.8,0.1,5.8e-28,91.6,0.1
NP_417101.1,SRP54,PF00448,6.2e-78,255.8,0.4,9.7e-78,255.2,0.4
NP_417101.1,SRP_SPB,PF02978,7.1e-50,163.6,18.9,1.9e-49,162.2,18.9
NP_417101.1,SRP54_N,PF02881,5.1e-25,82.5,0.5,5.1e-25,82.5,0.5
NP_417104.1,GrpE,PF01025,9.5e-50,163.4,2.1,1.1e-49,163.2,1.5
NP_417105.1,NAD_kinase,PF01513,1.2e-34,114.4,0.0,2e-34,113.7,0.0
NP_417110.1,SmpB,PF01668,1.6e-59,194.9,0.1,1.8e-59,194.7,0.1
NP_417111.1,Phage_integrase,PF00589,1.6e-39,130.4,0.0,3.2e-39,129.4,0.0
NP_417116.1,DEAD,PF00270,1.6e-09,32.6,0.0,3.2e-09,31.6,0.0
NP_417116.1,Helicase_C,PF00271,2.1e-07,26.2,0.1,8.7e-07,24.2,0.0
NP_417146.2,DAO,PF01266,5.1e-64,211.9,0.0,9.8e-64,211.0,0.0
NP_417147.1,Aldedh,PF00171,1e-179,592.8,0.1,1.2e-179,592.6,0.1
NP_417151.1,LysM,PF01476,1.4e-14,48.7,0.0,2.7e-14,47.9,0.0
NP_417154.1,Rhodanese,PF00581,6.2e-15,50.5,0.0,8.5e-15,50.0,0.0
NP_417161.1,Ribonuc_red_lgC,PF02867,1.3e-160,530.3,0.0,1.8e-159,526.6,0.0
NP_417163.1,ABC_tran,PF00005,1.7e-37,124.0,0.0,3.3e-37,123.1,0.0
NP_417163.1,CBS,PF00571,7.5e-11,37.2,0.0,8.6e-08,27.4,0.0
NP_417164.1,BPD_transp_1,PF00528,1.1e-29,98.4,17.1,1.1e-29,98.4,17.1
NP_417171.1,MFS_1,PF07690,8.6e-57,187.5,38.1,8.6e-57,187.5,38.1
NP_417174.1,VTT_dom,PF09335,9.3e-12,40.5,4.7,1.3e-11,40.0,4.7
NP_417175.1,Hydrolase,PF00702,1.2e-31,105.5,0.1,1.4e-31,105.3,0.1
NP_417175.1,HAD_2,PF13419,6.1e-30,99.5,0.0,7.1e-30,99.2,0.0
NP_417177.1,tRNA-synt_2c,PF01411,1.1e-243,804.7,0.0,1.8e-243,804.0,0.0
NP_417177.1,DHHA1,PF02272,2.8e-25,83.7,1.1,1.1e-24,81.9,1.1
NP_417177.1,tRNA_SAD,PF07973,5.5e-19,62.9,1.1,1.2e-18,61.8,0.1
NP_417179.1,RecA_N,PF00154,6e-144,473.1,2.7,8.6e-144,472.6,2.4
NP_417185.1,adh_short,PF00106,2.7e-52,172.0,0.1,3.2e-52,171.8,0.1
NP_417185.1,adh_short_C2,PF13561,2.8e-41,136.5,0.0,5.5e-41,135.6,0.0
NP_417188.4,SIS,PF01380,3.8e-32,105.8,0.0,7e-32,104.9,0.0
NP_417188.4,CBS,PF00571,2.6e-14,48.3,0.1,3.5e-07,25.5,0.0
NP_417189.2,AAA,PF00004,5.1e-07,25.2,0.0,1.1e-06,24.0,0.0
NP_417190.1,Lactamase_B,PF00753,7.4e-16,53.6,0.2,1.1e-15,53.0,0.2
NP_417191.1,Pyr_redox_2,PF07992,1.9e-56,186.5,0.0,2.5e-56,186.1,0.0
NP_417191.1,DAO,PF01266,1.4e-11,39.4,2.8,0.00034,15.1,0.6
NP_417192.1,Sua5_yciO_yrdC,PF01300,9.4e-43,140.7,0.0,1.6e-42,139.9,0.0
NP_417210.2,AIRS_C,PF02769,2.5e-29,97.4,2.7,4.5e-29,96.6,2.7
NP_417210.2,AIRS,PF00586,4.4e-23,76.8,0.7,9.8e-23,75.7,0.7
NP_417211.1,AAA,PF00004,7e-07,24.7,0.0,1.8e-06,23.4,0.0
NP_417214.1,Metallophos,PF00149,8e-20,67.0,2.2,1.2e-19,66.5,2.2
NP_417221.1,Sigma70_r2,PF04542,5.8e-25,81.9,0.1,1.3e-24,80.8,0.1
NP_417221.1,Sigma70_r3,PF04539,2.6e-24,80.1,5.5,1.2e-22,74.8,1.7
NP_417221.1,Sigma70_r4,PF04545,1.1e-18,61.4,3.2,9.4e-17,55.3,2.4
NP_417221.1,Sigma70_r1_2,PF00140,7e-14,46.5,0.1,2.3e-13,44.9,0.1
NP_417222.1,LysM,PF01476,5.7e-14,46.8,0.8,8.8e-14,46.2,0.1
NP_417223.1,RrnaAD,PF00398,1.5e-08,29.0,0.0,2e-08,28.6,0.0
NP_417223.1,Methyltransf_25,PF13649,5.3e-08,28.5,0.0,1e-07,27.6,0.0
NP_417231.1,GTP_EFTU,PF00009,3.9e-47,155.2,0.0,5.6e-47,154.7,0.0
NP_417231.1,MMR_HSR1,PF01926,1.3e-08,29.9,0.0,4.3e-06,21.8,0.0
NP_417241.1,DEAD,PF00270,1.6e-14,48.9,0.3,1.4e-11,39.4,0.1
NP_417241.1,ResIII,PF04851,8.2e-10,33.8,0.0,2.3e-09,32.3,0.0
NP_417241.1,Helicase_C,PF00271,5.7e-08,28.0,0.2,1.4e-07,26.7,0.2
NP_417246.4,DAO,PF01266,1.6e-18,62.3,5.7,4e-12,41.2,0.5
NP_417246.4,Pyr_redox_2,PF07992,3.1e-10,34.8,0.2,7.5e-09,30.3,0.2
NP_417251.2,MFS_1,PF07690,1.2e-41,137.6,67.8,1.1e-34,114.8,39.2
NP_417254.4,adh_short_C2,PF13561,2.6e-54,179.2,0.0,3.1e-54,178.9,0.0
NP_417254.4,adh_short,PF00106,2.8e-53,175.2,0.1,3.4e-53,174.9,0.1
NP_417255.1,MFS_1,PF07690,6.1e-27,89.3,43.3,7.5e-27,89.0,37.3
NP_417257.1,Radical_SAM,PF04055,1.7e-08,29.7,0.2,5.4e-08,28.1,0.1
NP_417259.1,Enolase_C,PF00113,4.2e-146,480.7,4.2,5.4e-146,480.4,4.2
NP_417259.1,Enolase_N,PF03952,2e-60,197.7,0.5,4.7e-60,196.5,0.5
NP_417260.1,CTP_synth_N,PF06418,7.8e-129,423.6,0.0,1.1e-128,423.1,0.0
NP_417260.1,GATase,PF00117,1.9e-45,149.8,0.0,3.8e-45,148.8,0.0
NP_417264.1,HD_4,PF13328,6.8e-45,147.5,0.7,1.4e-44,146.5,0.7
NP_417264.1,RelA_SpoT,PF04607,2.5e-44,145.1,0.2,9.6e-44,143.3,0.0
NP_417264.1,TGS,PF02824,3.5e-24,79.6,0.0,1e-23,78.1,0.0
NP_417264.1,ACT_4,PF13291,1.6e-19,65.3,1.3,3.8e-19,64.1,1.3
NP_417265.1,tRNA_U5-meth_tr,PF05958,1.8e-30,101.1,0.0,3.2e-29,96.9,0.0
NP_417265.1,Methyltransf_25,PF13649,2.5e-10,35.9,0.0,6.7e-10,34.5,0.0
NP_417265.1,RrnaAD,PF00398,3e-08,28.0,0.0,5e-08,27.3,0.0
NP_417266.1,HATPase_c,PF02518,5.4e-32,105.5,0.3,9.7e-32,104.7,0.3
NP_417266.1,Response_reg,PF00072,6.8e-32,104.9,3.9,1.1e-31,104.2,0.5
NP_417266.1,HisKA,PF00512,4.3e-24,79.3,0.2,4.3e-24,79.3,0.2
NP_417266.1,HAMP,PF00672,4.7e-10,34.6,1.2,1.2e-09,33.4,1.2
NP_417269.1,MFS_1,PF07690,5.5e-59,194.7,51.0,2.8e-51,169.3,27.0
NP_417271.1,PseudoU_synth_2,PF00849,7.6e-32,105.6,0.0,9.6e-32,105.2,0.0
NP_417278.4,5_3_exonuc_N,PF02739,1.1e-30,101.4,0.0,1.9e-30,100.7,0.0
NP_417278.4,5_3_exonuc,PF01367,2e-29,96.9,0.0,3.2e-29,96.3,0.0
NP_417281.1,MFS_1,PF07690,1e-24,82.0,39.1,1e-24,82.0,39.1
NP_417288.1,LysR_substrate,PF03466,1.8e-42,140.0,0.2,2.8e-42,139.4,0.2
NP_417288.1,HTH_1,PF00126,5.1e-25,82.2,3.1,1.2e-24,81.0,3.1
NP_417290.1,Aminotran_5,PF00266,3.7e-147,485.0,0.0,4.1e-147,484.9,0.0
NP_417295.1,AA_kinase,PF00696,1.6e-39,130.9,0.4,2.3e-39,130.4,0.4
NP_417295.1,Acetyltransf_1,PF00583,3.8e-13,44.7,0.0,1.2e-12,43.1,0.0
NP_417296.1,UvrD-helicase,PF00580,2.7e-09,32.0,0.8,1.1e-08,30.0,0.1
NP_417297.1,UvrD-helicase,PF00580,2.3e-54,179.8,0.0,5.4e-54,178.6,0.0
NP_417297.1,UvrD_C,PF13361,9.4e-21,69.5,0.0,2.7e-17,58.1,0.0
NP_417298.1,Peptidase_M16_C,PF05193,1.5e-52,173.1,0.8,9.3e-28,92.2,0.0
NP_417298.1,Peptidase_M16,PF00675,2e-40,133.0,0.1,5.9e-40,131.5,0.0
NP_417305.1,LGT,PF01790,3.5e-81,267.0,12.7,4.2e-81,266.7,12.7
NP_417306.1,PEP-utilizers,PF00391,2.7e-17,57.1,0.1,6.1e-17,56.0,0.1
NP_417307.1,NUDIX,PF00293,9.7e-28,91.8,0.1,1.2e-27,91.5,0.1
NP_417312.1,MFS_1,PF07690,1e-18,62.2,42.9,1e-18,62.2,42.9
NP_417313.1,AMP-binding,PF00501,4.7e-57,188.4,0.0,7e-57,187.8,0.0
NP_417313.1,Acyltransferase,PF01553,1.9e-26,87.4,0.0,3.5e-26,86.5,0.0
NP_417315.1,Orn_Arg_deC_N,PF02784,1.8e-69,228.7,0.0,2.3e-69,228.4,0.0
NP_417316.1,LysR_substrate,PF03466,1.7e-45,149.9,3.1,2.2e-45,149.5,3.1
NP_417316.1,HTH_1,PF00126,2.7e-19,63.9,1.1,6.4e-19,62.7,1.1
NP_417317.1,Asp_Glu_race,PF01177,1.6e-43,143.9,0.2,1.8e-43,143.7,0.2
NP_417318.1,MFS_1,PF07690,1.5e-39,130.7,33.0,1.5e-39,130.7,33.0
NP_417319.1,adh_short,PF00106,1.2e-59,196.0,0.6,1.8e-59,195.4,0.6
NP_417319.1,adh_short_C2,PF13561,2.1e-56,186.0,0.1,2.5e-56,185.8,0.1
NP_417321.2,ketoacyl-synt,PF00109,8.4e-09,30.3,0.4,2.6e-08,28.7,0.4
NP_417324.1,Trans_reg_C,PF00486,4.3e-11,37.7,0.0,7.1e-11,37.0,0.0
NP_417329.1,Trans_reg_C,PF00486,4.1e-14,47.4,0.0,1.1e-13,46.0,0.0
NP_417341.4,LysM,PF01476,3.3e-19,63.6,0.2,1.8e-18,61.2,0.0
NP_417347.1,PALP,PF00291,5.3e-47,155.4,0.2,6.7e-47,155.1,0.2
NP_417348.1,Peptidase_M20,PF01546,2.1e-22,74.9,0.0,3.9e-22,74.1,0.0
NP_417349.4,Amidohydro_1,PF01979,1.1e-20,69.0,0.0,2.8e-20,67.7,0.0
NP_417350.1,AA_kinase,PF00696,2.9e-28,94.1,1.7,6.8e-28,92.9,1.7
NP_417354.1,Pyr_redox_2,PF07992,6.2e-44,145.4,0.0,9.7e-44,144.8,0.0
NP_417355.4,Amidohydro_1,PF01979,5e-58,191.9,0.1,6e-58,191.6,0.1
NP_417359.1,Amidohydro_1,PF01979,2.4e-81,268.5,0.0,2.8e-81,268.3,0.0
NP_417363.2,Pyr_redox_2,PF07992,3.1e-28,93.9,0.0,3.1e-22,74.2,0.0
NP_417365.1,NUDIX,PF00293,1.6e-22,74.9,0.0,2.1e-22,74.5,0.0
NP_417366.1,tRNA-synt_2,PF00152,3.1e-97,320.2,0.6,3.9e-97,319.9,0.6
NP_417366.1,tRNA_anti-codon,PF01336,2e-18,61.1,0.0,3.6e-18,60.3,0.0
NP_417366.1,tRNA-synt_2d,PF01409,2.5e-06,22.0,1.0,0.01,10.2,0.1
NP_417367.1,PCRF,PF03462,3.8e-63,207.7,0.8,3.8e-63,207.7,0.8
NP_417367.1,RF-1,PF00472,1.1e-43,142.8,2.0,2.2e-43,141.9,2.0
NP_417368.1,DHH,PF01368,1.7e-30,100.8,0.0,2.8e-30,100.1,0.0
NP_417368.1,DHHA1,PF02272,6.4e-22,72.9,0.0,1.3e-21,72.0,0.0
NP_417370.1,Phage_integrase,PF00589,1.9e-61,201.8,0.0,2.9e-61,201.1,0.0
NP_417378.1,adh_short_C2,PF13561,3.1e-58,192.0,1.7,3.6e-58,191.8,1.7
NP_417378.1,adh_short,PF00106,1.6e-53,176.0,2.5,2.1e-53,175.6,2.5
NP_417382.1,DAO,PF01266,1.8e-08,29.2,2.4,6.2e-08,27.4,1.7
NP_417384.1,Peptidase_M24,PF00557,2.3e-69,228.3,0.3,3.1e-69,227.8,0.3
NP_417388.1,2-Hacid_dh_C,PF02826,4.2e-51,167.7,0.0,7.8e-51,166.9,0.0
NP_417391.1,HTH_1,PF00126,4.4e-20,66.4,0.1,4.4e-20,66.4,0.1
NP_417391.1,LysR_substrate,PF03466,2.1e-14,48.3,1.0,3.6e-14,47.6,1.0
NP_417396.4,HTH_1,PF00126,4.2e-17,56.9,0.1,7.6e-15,49.6,0.0
NP_417396.4,LysR_substrate,PF03466,5.5e-14,46.9,0.0,7e-14,46.6,0.0
NP_417399.1,MS_channel_2nd,PF00924,7.8e-24,78.6,0.3,1.7e-23,77.5,0.3
NP_417401.1,PGK,PF00162,3.4e-143,472.1,0.5,3.8e-143,471.9,0.5
NP_417402.1,Gp_dh_C,PF02800,1e-57,189.1,0.3,1.5e-57,188.6,0.3
NP_417402.1,Gp_dh_N,PF00044,9.7e-39,126.7,0.1,4.9e-38,124.5,0.0
NP_417413.1,Orn_Arg_deC_N,PF02784,9.1e-64,210.1,0.0,1.2e-63,209.6,0.0
NP_417417.1,S-AdoMet_synt_C,PF02773,2.2e-72,236.4,0.1,5.2e-72,235.2,0.0
NP_417417.1,S-AdoMet_synt_M,PF02772,2.4e-51,167.9,0.0,8.3e-51,166.1,0.0
NP_417417.1,S-AdoMet_synt_N,PF00438,8.6e-47,152.7,0.1,1.7e-46,151.8,0.1
NP_417418.1,MFS_1,PF07690,1.7e-43,143.8,44.6,5.1e-33,109.3,18.3
NP_417421.4,Methyltrans_RNA,PF04452,8.3e-57,186.3,0.0,1.1e-56,185.9,0.0
NP_417424.1,RuvX,PF03652,3e-48,158.5,0.0,3.4e-48,158.4,0.0
NP_417425.2,T2SSE,PF00437,9.9e-52,170.7,0.3,1.8e-50,166.5,0.1
NP_417426.1,Ala_racemase_N,PF01168,1.6e-24,81.8,0.1,2.1e-24,81.3,0.1
NP_417429.1,Ham1p_like,PF01725,6.3e-68,223.3,0.0,7e-68,223.1,0.0
NP_417430.1,Radical_SAM,PF04055,1.9e-28,94.6,0.0,3.1e-28,94.0,0.0
NP_417435.1,Methyltransf_4,PF02390,3.5e-65,213.6,0.0,4.4e-65,213.3,0.0
NP_417436.1,HhH-GPD,PF00730,1.4e-29,97.5,0.0,2.2e-29,97.0,0.0
NP_417439.4,MFS_1,PF07690,3.3e-16,54.0,54.6,1e-11,39.2,17.2
NP_417453.1,FAD_binding_4,PF01565,6.5e-38,124.5,1.1,1.5e-37,123.4,0.3
NP_417476.1,adh_short_C2,PF13561,5.8e-59,194.4,0.0,7e-59,194.2,0.0
NP_417476.1,adh_short,PF00106,8.5e-46,150.8,0.0,1e-45,150.6,0.0
NP_417481.1,Cys_Met_Meta_PP,PF01053,1.1e-130,430.5,0.0,1.2e-130,430.3,0.0
NP_417482.1,VTT_dom,PF09335,2.8e-20,68.0,4.1,2.8e-20,68.0,4.1
NP_417490.1,Acyltransferase,PF01553,2.1e-40,132.6,0.0,3e-40,132.1,0.0
NP_417491.1,DNA_topoisoIV,PF00521,5.2e-139,458.7,0.0,6.2e-139,458.4,0.0
NP_417491.1,DNA_gyraseA_C,PF03989,1.7e-15,51.2,0.0,2e-07,25.4,0.0
NP_417492.1,SBP_bac_5,PF00496,4.5e-86,284.1,3.7,4.5e-86,284.1,3.7
NP_417497.1,Trans_reg_C,PF00486,1.1e-25,84.5,0.4,2.3e-25,83.5,0.1
NP_417497.1,Response_reg,PF00072,5.7e-25,82.6,0.0,8.2e-25,82.1,0.0
NP_417498.1,HATPase_c,PF02518,3.4e-23,77.2,0.0,9.8e-23,75.7,0.0
NP_417498.1,HisKA,PF00512,1.7e-14,48.6,2.1,4.6e-14,47.2,2.1
NP_417502.1,DNA_gyraseB,PF00204,9.8e-43,140.6,0.0,1.8e-42,139.7,0.0
NP_417502.1,DNA_gyraseB_C,PF00986,1.4e-26,87.5,1.5,2.9e-26,86.4,1.5
NP_417502.1,HATPase_c,PF02518,6.4e-16,53.8,0.1,1.2e-15,52.9,0.1
NP_417502.1,Toprim,PF01751,3.6e-14,47.7,0.0,6.9e-14,46.8,0.0
NP_417504.1,Metallophos,PF00149,2.2e-24,81.9,0.7,2.8e-24,81.6,0.7
NP_417506.1,NUDIX,PF00293,4.5e-13,44.3,0.5,6.9e-13,43.7,0.5
NP_417524.1,PfkB,PF00294,9.9e-60,197.3,0.5,1.9e-59,196.3,0.1
NP_417524.1,CTP_transf_like,PF01467,5e-21,70.2,0.0,9e-21,69.4,0.0
NP_417528.1,PolyA_pol,PF01743,7.4e-21,69.8,0.0,1.6e-20,68.7,0.0
NP_417528.1,PolyA_pol_RNAbd,PF12627,1.8e-16,54.7,0.1,4.6e-16,53.3,0.1
NP_417528.1,HD,PF01966,4.8e-16,54.1,0.1,1.6e-15,52.3,0.0
NP_417532.1,LysR_substrate,PF03466,2.4e-35,116.8,0.0,3e-35,116.4,0.0
NP_417532.1,HTH_1,PF00126,8.3e-18,59.1,1.3,8.3e-18,59.1,1.3
NP_417536.1,TsaD,PF00814,2.6e-102,336.9,0.0,3e-102,336.7,0.0
NP_417538.1,DNAG_N,PF08275,3.7e-46,151.3,0.0,5.9e-46,150.7,0.0
NP_417538.1,Zn_ribbon_DnaG,PF01807,3.3e-43,140.5,0.2,6.1e-43,139.6,0.2
NP_417538.1,Toprim_4,PF13662,1.9e-17,58.3,0.0,4.3e-17,57.1,0.0
NP_417538.1,Toprim,PF01751,3.3e-17,57.5,0.0,6.2e-17,56.6,0.0
NP_417539.1,Sigma70_r3,PF04539,6.5e-31,101.3,1.1,6.5e-31,101.3,1.1
NP_417539.1,Sigma70_r2,PF04542,9.6e-26,84.4,0.4,2.8e-25,82.9,0.4
NP_417539.1,Sigma70_r4,PF04545,3.8e-20,66.1,0.6,3.8e-20,66.1,0.6
NP_417539.1,Sigma70_r1_2,PF00140,1e-14,49.2,0.3,1e-13,46.0,0.1
NP_417540.1,UDG,PF03167,2.2e-25,84.3,0.0,2.6e-25,84.1,0.0
NP_417543.1,HAMP,PF00672,2.3e-07,26.0,0.5,1.7e-05,20.1,0.0
NP_417545.1,tRNA_bind,PF01588,3.6e-35,114.9,0.5,4.1e-35,114.8,0.5
NP_417552.1,Pyr_redox_2,PF07992,3.5e-27,90.4,0.1,6.1e-27,89.7,0.1
NP_417552.1,DAO,PF01266,5.2e-12,40.8,4.1,1.1e-07,26.6,0.1
NP_417553.1,HTH_3,PF01381,2.9e-09,31.8,0.0,5.1e-09,31.0,0.0
NP_417555.4,MTS,PF05175,3.3e-61,200.7,0.0,7e-60,196.4,0.0
NP_417555.4,Methyltransf_25,PF13649,6.2e-11,37.8,0.0,2e-10,36.2,0.0
NP_417564.2,MFS_1,PF07690,6.4e-59,194.5,46.3,1.2e-49,163.9,23.8
NP_417566.1,VTT_dom,PF09335,3.8e-23,77.3,4.3,3.8e-23,77.3,4.3
NP_417576.1,LysR_substrate,PF03466,4.1e-21,70.2,0.5,7e-21,69.5,0.5
NP_417576.1,HTH_1,PF00126,8.5e-19,62.3,0.1,2.2e-18,61.0,0.1
NP_417587.1,PALP,PF00291,2e-82,271.7,0.4,2.3e-82,271.5,0.4
NP_417588.1,LysR_substrate,PF03466,2.4e-35,116.8,0.0,3.2e-35,116.3,0.0
NP_417588.1,HTH_1,PF00126,4.8e-21,69.5,0.0,8.2e-21,68.7,0.0
NP_417594.3,F420_oxidored,PF03807,5.2e-12,41.2,1.9,1.5e-10,36.6,0.3
NP_417594.3,2-Hacid_dh_C,PF02826,5.6e-10,33.8,0.2,2e-09,32.0,0.1
NP_417596.1,MFS_1,PF07690,2.8e-56,185.8,48.4,3e-47,156.1,28.7
NP_417605.1,SIS,PF01380,1.2e-44,146.2,0.0,2.7e-23,77.2,0.0
NP_417615.1,TP_methylase,PF00590,1.3e-35,118.2,0.7,1.6e-35,117.9,0.1
NP_417618.1,SIS,PF01380,1.5e-08,29.5,0.2,7.4e-07,24.0,0.0
NP_417621.2,Semialdhyde_dh,PF01118,7.6e-09,31.0,0.0,1.7e-08,29.8,0.0
NP_417621.2,Epimerase,PF01370,1.5e-08,29.3,0.0,3.1e-08,28.2,0.0
NP_417624.1,GIY-YIG,PF01541,7.7e-18,59.6,0.0,9e-18,59.4,0.0
